38.8
35.6
38.3
39.6
37
33.4
39.6
34.6
36.2
37.6
36.8
38.1
40.6
37.1
39
37.5
38.5
37.5
35.8
40.1
35.9
35.3
35.2
39.5
37.5
35.8
38.4
35
34.1
37.5
35.9
35.1
38.1
37.3
37.2
36.1
35.1
38.5
36.1
38.1
35.8
37.5
35.7
37.5
35.8
37.2
35
36
38.2
37.2
